jobs
job_id,title,company,location,employment_type,experience_level,job_description_raw,posted_date,source,source_link
a6f907e2-5abe-4df3-b993-40867ba7d607,Associate Software Engineer - Seeking 2025 & 2026 Grads,Veeva Systems,"Pleasanton, CA",Full-time,Associate / New Grad,"The Role
 
We are hiring recent university graduates to grow the next generation of Software Engineers through our Engineering Development Program. 
 
We believe in pushing high potential people to achieve excellence. Our program is specifically designed to provide a challenging environment to learn quickly and deliver value early, equipping you with the resources to become an excellent engineer.
REQUIREMENTS | We are looking for graduates who meet the following requirements:
Bachelor’s degree in computer science or related field from an accredited 4 year university with a 3.0 to 4.0 GPA
Must have taken relevant C.S. classes, including at least one Compilers or Operating Systems class. The Fundamentals are important at Veeva
High work ethic. Veeva is a hard-working company
High integrity and honesty. Veeva is a PBC and a “do the right thing” company. We expect that from all employees
Excellent verbal and written English communication skills. Engineering is not all about the code, it’s also about communication
0-2 years of professional software experience. We have other jobs for more experienced hires, but EDP is designed for those just getting going in their careers
Ability and desire to work in office 4 days/week for your first two years. After 2 years, you will have the flexibility to Work Anywhere
OUR TECHNOLOGY | We have a variety of different products and codebases, but in general, we use this tech stack:
System software is Java or Rust
Application logic is Java, Python, TypeScript
Front end is JavaScript, React, TypeScript
Mobile is Swift, Kotlin, React Native
THE PROCESS | Our process is different than most. It is designed to be fast, efficient and respectful. Here are the steps:
You submit your resume, short cover letter of questions, and take a personality test
Within one week we will notify you via email if we would like to go to the next step or not
The next step is a 1 hour online coding challenge in Java or Python
After the coding challenge, the next step is a single 2-hour interview with a member of our tech evaluation team. Part of this is a coding exercise in the language of your choice (Java, JavaScript or Python)
Within one week after this step, we will give you an offer, or let you know that we do not wish to move forward
You will have two weeks to accept our offer or not. If you accept, we will hold a spot for you and expect you to show up on your start date. Accepting an offer and continuing to interview would be an ethical violation in our view
When you join you will be assigned to an engineering manager in your work location. It’s important to know you are applying to work as an engineer in a location but not applying for a specific team/product
Compensation
Starting base pay (Cash + RSU): $137,500 + sign on bonus in Pleasanton
Work Authorization: Qualified candidates must be legally authorized to be employed in the United States. Veeva does not provide sponsorship for employment visa status (e.g., H-1B, OPT, or TN status) for this employment position. 
 
Work Environment: Veeva is a Work Anywhere company. You can choose to work in an office or remotely from home on any given day of the week. Although Veeva is Work from Anywhere, Associate Software Engineers must live within a maximum commuting distance of 45 minutes to 1 hour from their home office and must work in-office 4 days a week.",3/6/2026,Lever,https://jobs.lever.co/veeva/8fe22df0-02b4-453d-919c-c8998cf913f6
d2b3729a-3f07-431c-ad4c-35d623f6d64f,Frontend Software Engineer - University Graduate 2026,Verkada,"San Mateo, CA",Full-time,University Graduate,"Who We Are
Verkada is transforming how organizations protect their people and places with an integrated, AI-powered platform. A leader in cloud physical security, Verkada helps organizations strengthen safety and efficiency through one connected software platform that includes solutions for video security, access control, air quality sensors, alarms, intercoms, and visitor management.Over 30,000 organizations worldwide, including more than 100+ companies in the Fortune 500, trust Verkada as their physical security layer for easier management, intelligent control, and scalable deployments. Founded in 2016, Verkada has expanded rapidly with 15 offices and 2,200+ full-time employees.
About the Role
We are looking for software engineers who thrive in a high growth environment working alongside teammates to launch products and features that will be utilized by customers across the globe. As part of the Software Engineering team, you’ll have ownership of one or more projects on various product or platform facing teams. You will work across the full software stack and collaborate cross functionally to build the latest iterations of Verkada’s flagship software enabling our best-in-class security systems.
 
We are committed to a thriving in-office culture. This role requires that you be on-site at our HQ in San Mateo, CA 5 days a week. 
What You'll Do
Build best in class product experiences across our Command web platform (React) and mobile applications (React Native)
Comfortable leading whole projects from design to implementation
Work cross-functionally with product, design, and the engineering team to create features which delight users and customers
Work in proximity with Computer Vision and AI
What You Bring
BS/MS in Computer Science or similar technical field of study and available to start in 2026
Internship experience developing and launching products
Experience building reusable components, utilizing CSS pre-processors and building pixel-perfect user interfaces
Proficient understanding of JavaScript or TypeScript, including contexts, prototypes/classes and closures
Experience working with a modern web framework such as Angular.js, React or Vue
Eye for design, product details, and polish 
Must be willing and able to work onsite five days per week
US Employee Benefits
Verkada is committed to fostering a workplace environment that prioritizes the holistic health and wellbeing of our employees and their families by offering comprehensive wellness perks, benefits, and resources. Our benefits and perks programs include, but are not limited to:
Healthcare programs that can be tailored to meet the personal health and financial well-being needs - Premiums are 100% covered for the employee under at least one plan and 80% for family premiums under all plans
Nationwide medical, vision and dental coverage
Health Saving Account (HSA) with annual employer contributions and Flexible Spending Account (FSA) with tax saving options
Expanded mental health support
Paid parental leave policy & fertility benefits
Time off to relax and recharge through our paid holidays, firmwide extended holidays, flexible PTO and personal sick time
Professional development stipend
Fertility Stipend
Wellness/fitness benefits
Healthy lunches provided daily
Commuter benefits
Additional Information
We do sponsor and take over sponsorship of employment visas for this role. If we make you an offer, we will make every reasonable effort to get you a visa.",3/6/2026,Greenhouse,https://job-boards.greenhouse.io/verkada/jobs/5026067007
b27ebf4c-d2ae-4fa4-b1c2-81daab6ac596,Backend Software Engineer - University Graduate 2026,Verkada,"San Mateo, CA",Full-time,University Graduate,"Who We Are
Verkada is transforming how organizations protect their people and places with an integrated, AI-powered platform. A leader in cloud physical security, Verkada helps organizations strengthen safety and efficiency through one connected software platform that includes solutions for video security, access control, air quality sensors, alarms, intercoms, and visitor management.Over 30,000 organizations worldwide, including more than 100+ companies in the Fortune 500, trust Verkada as their physical security layer for easier management, intelligent control, and scalable deployments. Founded in 2016, Verkada has expanded rapidly with 15 offices and 2,200+ full-time employees.
About the Role
We are looking for software engineers who thrive in a high growth environment working alongside teammates to launch products and features that will be utilized by customers across the globe. As part of the Software Engineering team, you’ll have ownership of one or more projects on various product or platform facing teams. You will work across the full software stack and collaborate cross functionally to build the latest iterations of Verkada’s flagship software, enabling our best-in-class security systems.
 
We are committed to a thriving in-office culture. This role requires that you be on-site at our HQ in San Mateo, CA. 
What You'll Do
Build scalable distributed systems capable of handling high traffic from 100s of thousands of devices deployed around the world
Work with high concurrency key-value storage systems (Redis, DynamoDB)
Work with Postgres relational databases
Work with logging and message passing technologies like Kafka and SQS
Deploy services via Terraform and Kubernetes
Develop large scale systems to interact with and configure products remotely
Define and improve low-latency, high-throughput, high-reliability microservice architectures
Design and develop features incorporating cutting edge computer vision
Design clean APIs and implement them using Python and/or Go
What You Bring
BS/MS in Computer Science or similar technical field of study
Internship experience developing and launching products
Working knowledge of Python and/or Go
Comfortable working in an agile team software development environment
Familiarity with REST APIs, ability to read python server code a plus
Must be willing and able to work onsite five days per week
US Employee Benefits
Verkada is committed to fostering a workplace environment that prioritizes the holistic health and wellbeing of our employees and their families by offering comprehensive wellness perks, benefits, and resources. Our benefits and perks programs include, but are not limited to:
Healthcare programs that can be tailored to meet the personal health and financial well-being needs - Premiums are 100% covered for the employee under at least one plan and 80% for family premiums under all plans
Nationwide medical, vision and dental coverage
Health Saving Account (HSA) with annual employer contributions and Flexible Spending Account (FSA) with tax saving options
Expanded mental health support
Paid parental leave policy & fertility benefits
Time off to relax and recharge through our paid holidays, firmwide extended holidays, flexible PTO and personal sick time
Professional development stipend
Fertility Stipend
Wellness/fitness benefits
Healthy lunches provided daily
Commuter benefits
Additional Information
We do sponsor and take over sponsorship of employment visas for this role. If we make you an offer, we will make every reasonable effort to get you a visa.
",3/6/2026,Greenhouse,https://job-boards.greenhouse.io/verkada/jobs/5026066007
52850e08-fb1f-477c-8bf7-8212afaa4405,Computer Vision Software Engineer - University Graduate 2026,Verkada,"San Mateo, CA",Full-time,University Graduate,"Who We Are
Verkada is transforming how organizations protect their people and places with an integrated, AI-powered platform. A leader in cloud physical security, Verkada helps organizations strengthen safety and efficiency through one connected software platform that includes solutions for video security, access control, air quality sensors, alarms, intercoms, and visitor management.Over 30,000 organizations worldwide, including more than 100+ companies in the Fortune 500, trust Verkada as their physical security layer for easier management, intelligent control, and scalable deployments. Founded in 2016, Verkada has expanded rapidly with 15 offices and 2,200+ full-time employees.
About the Role
We are looking for software engineers who thrive in a high growth environment working alongside teammates to launch products and features that will be utilized by customers across the globe. As part of the Computer Vision team, you’ll have ownership of one or more projects on our Cameras product. You will work across the full software stack and collaborate cross functionally to build the latest iterations of Verkada’s AI/CV software, enabling our best-in-class security systems.
 
We are committed to a thriving in-office culture. This role requires that you be on-site at our HQ in San Mateo, CA. 
 
Recent Projects For This Role Include
Implementing and deploying a binary classifier using TensorFlow for detecting the binary states across hundreds of cameras
Detecting unusual object addition/removal in a scene
Detecting and counting object and people frequencies
What You'll Do
C++ - writing clean, modular C++ code
Traditional computer vision algorithms
Training deep learning networks using TensorFlow, PyTorch, Keras, Caffe, or similar
Data structures and architecture
What You Bring
Bachelor's Degree in Computer Science, preferably with research experience 
Internship experience in AI or Computer Vision 
Mastery of at least one practical programming language
Comfortable working in an agile team software development environment
Must be willing and able to work on-site five days per week
US Employee Benefits
Verkada is committed to fostering a workplace environment that prioritizes the holistic health and wellbeing of our employees and their families by offering comprehensive wellness perks, benefits, and resources. Our benefits and perks programs include, but are not limited to:
Healthcare programs that can be tailored to meet the personal health and financial well-being needs - Premiums are 100% covered for the employee under at least one plan and 80% for family premiums under all plans
Nationwide medical, vision and dental coverage
Health Saving Account (HSA) with annual employer contributions and Flexible Spending Account (FSA) with tax saving options
Expanded mental health support
Paid parental leave policy & fertility benefits
Time off to relax and recharge through our paid holidays, firmwide extended holidays, flexible PTO and personal sick time
Professional development stipend
Fertility Stipend
Wellness/fitness benefits
Healthy lunches provided daily
Commuter benefits
Additional Information
We do sponsor and take over sponsorship of employment visas for this role. If we make you an offer, we will make every reasonable effort to get you a visa.",3/3/2026,Greenhouse,https://job-boards.greenhouse.io/verkada/jobs/5040765007
f78f347d-159c-4cb3-83a6-48531922f8f6,Security Software Engineer - University Graduate 2026,Verkada,"San Mateo, CA",Full-time,University Graduate,"Who We Are
Verkada is transforming how organizations protect their people and places with an integrated, AI-powered platform. A leader in cloud physical security, Verkada helps organizations strengthen safety and efficiency through one connected software platform that includes solutions for video security, access control, air quality sensors, alarms, intercoms, and visitor management.Over 30,000 organizations worldwide, including more than 100+ companies in the Fortune 500, trust Verkada as their physical security layer for easier management, intelligent control, and scalable deployments. Founded in 2016, Verkada has expanded rapidly with 15 offices and 2,200+ full-time employees.
About the Role
We are looking for software engineers who thrive in a high growth environment working alongside teammates to launch products and features that will be utilized by customers across the globe. As an engineer working on the Security team, you will have opportunities to work across the software stack and collaborate cross-functionally to build the latest iterations of Verkada’s global security systems.
 
We are committed to a thriving in-office culture. This role requires that you be on-site at our HQ in San Mateo, CA. 
What You'll Do
Build scalable distributed systems capable of handling high traffic from 100s of thousands of devices deployed around the world
Work with high concurrency key-value storage systems (Redis, DynamoDB)
Work with Postgres relational databases
Work with logging and message passing technologies like Kafka and SQS
Deploy services via Terraform and Kubernetes
Develop large scale systems to interact with and configure products remotely
Define and improve low-latency, high-throughput, high-reliability microservice architectures
Design and develop features incorporating cutting edge computer vision
Design clean APIs and implement them using Python and/or Go
What You Bring
BS/MS in Computer Science or similar technical field of study
Internship experience developing and launching products
Familiar with: Python or Golang, Distributed Systems, Operating Systems, AWS, Docker, etc
Working knowledge of Python and/or Go
Comfortable working in an agile team software development environment
Familiarity with REST APIs, ability to read python server code a plus
Must be willing and able to work onsite five days per week
US Employee Benefits
Verkada is committed to fostering a workplace environment that prioritizes the holistic health and wellbeing of our employees and their families by offering comprehensive wellness perks, benefits, and resources. Our benefits and perks programs include, but are not limited to:
Healthcare programs that can be tailored to meet the personal health and financial well-being needs - Premiums are 100% covered for the employee under at least one plan and 80% for family premiums under all plans
Nationwide medical, vision and dental coverage
Health Saving Account (HSA) with annual employer contributions and Flexible Spending Account (FSA) with tax saving options
Expanded mental health support
Paid parental leave policy & fertility benefits
Time off to relax and recharge through our paid holidays, firmwide extended holidays, flexible PTO and personal sick time
Professional development stipend
Fertility Stipend
Wellness/fitness benefits
Healthy lunches provided daily
Commuter benefits
Additional Information
We do sponsor and take over sponsorship of employment visas for this role. If we make you an offer, we will make every reasonable effort to get you a visa.",3/3/2026,Greenhouse,https://job-boards.greenhouse.io/verkada/jobs/5026072007
f69d7d23-5e24-48f9-bf64-7d1355f5c109,"Associate Software Engineer, 2026 New Grad",Underdog Fantasy,United States / Remote,Full-time,New Grad,"At Underdog, we make sports more fun.
Our thesis is simple: build the best products and we’ll build the biggest company in the space, because there’s so much more to be built for sports fans. We’re just over five years in, and we’re one of the fastest-growing sports companies ever, most recently valued at $1.3B. And it’s still the early days.
We’ve built and scaled multiple games and products across fantasy sports, sports betting, and prediction markets, all united in one seamless, simple, easy to use, intuitive and fun app. 
Underdog isn’t for everyone. One of our core values is give a sh*t. The people who win here are the ones who care, push, and perform. If that’s you, come join us.
Winning as an Underdog is more fun.
As an Associate Software Engineer, you’ll work on meaningful, user-facing features while learning from experienced engineers across the full development lifecycle. You’ll gain hands-on experience, contribute to real product decisions, and build features used by millions of sports fans. This is a strong opportunity to grow quickly and make a visible impact early in your career.
About the role
Work on cutting-edge projects that gamify and enhance the user experience across our products
Design and build clean, reusable, and performant features that will be used by millions of sports fans
Collaborate closely with product managers, designers, and engineers to deliver experiences
Contribute to the upkeep and ongoing development of our design system and components
Write well-tested, high-quality code while participating in code reviews and ensuring engineering best practices
Work in a high-agency environment where your voice matters in technical discussions and product direction
Learn from talented engineers and leaders in the fantasy and sports betting space while contributing your own unique perspective and expertise
Who you are
B.S. (or higher) in Computer Science or a related STEM field; this role is best suited for candidates graduating in Spring 2026, given the Summer 2026 start date.
Experience with one or more object-oriented programming languages
Track record of shipping high-quality, feature-rich products with a portfolio of side projects
Desire to work in a fast-paced environment, continuously grow, and master your craft
Strong communication skills and a collaborative, consumer-facing, product-forward mindset
Extreme passion for sports; bonus points for sports or sports gaming–related side projects (e.g., apps, content, models, communities)
Even better if you have
Familiarity with or desire to learn our tech stack, which includes, but is not limited to: Swift (iOS), Kotlin (Android), and Ruby on Rails
Our target starting base salary range for this position is between $100,000 and $130,000, plus target equity. The starting base salary will depend on a number of factors including the candidate’s skills and experience, among other things.
Please note that visa sponsorship is not available for this position.
What we can offer you:
Unlimited PTO for full-time employees (we're extremely flexible with the exception of the first few weeks before & into the NFL season)
16 weeks of fully paid parental leave
Home office stipend
A connected virtual-first culture with a highly engaged distributed workforce
5% 401k match, FSA, company paid health, dental, vision plan options for employees and dependents
#LI-DNI
We're a remote-first company and value in-person connection. That said, we expect everyone to gather 2-3 times per year for team and company offsites, trainings, and more.
",3/3/2026,Greenhouse,https://job-boards.greenhouse.io/underdogfantasy/jobs/4647374005
f78be775-a63f-4971-a850-8bfc825966f8,"Software Engineer, New Grad (Recent 2025 Grads)",SmithRx,Remote (United States),Full-time,New Grad,"Who We Are:
SmithRx is a rapidly growing, venture-backed Health-Tech company.  Our mission is to disrupt the expensive and inefficient Pharmacy Benefit Management (PBM) sector by building a next-generation drug acquisition platform driven by cutting edge technology, innovative cost saving tools, and best-in-class customer service.  With hundreds of thousands of members onboarded since 2016, SmithRx has a solution that is resonating with clients all across the country.
We pride ourselves for our mission-driven and collaborative culture that inspires our employees to do their best work. We believe that the U.S healthcare system is in need of transformation, and we come to work each day dedicated to making that change a reality. At our core, we are guided by our company values:
Integrity: Our purpose guides our actions and gives us confidence in the path ahead. With unwavering honesty and dependability, we embrace the pressure of challenging the old and exemplify ethical leadership to create the new.
Courage: We face continuous challenges with grit and resilience. We embrace the discomfort of the unknown by balancing autonomy with empathy, and ownership with vulnerability. We boldly challenge the status quo to keep moving forward—always.
Together: The success of SmithRx reflects the strength of our partnerships and the commitment of our team. Our shared values bind us together and make us one. When one falls, we all fall; when one rises, we all rise.
Job Summary:
The engineering team at SmithRx is developing a next-generation pharmacy benefits management (PBM) platform that is changing how companies administer and manage pharmacy benefits. Our unified technology platform provides real-time, actionable insights that drive cost savings, power clinical services, and result in a brilliant customer experience. A unified technology platform of this caliber does not exist elsewhere in the pharmacy benefit ecosystem to programmatically solve widespread deficiencies. The result is a PBM delivering unmatched service quality and operational efficiencies that exceed all industry standards.
This role is part of the Drug Access team within the Application Engineering organization, which owns and operates our backend data for managing first-party (1P) and third-party (3P) drug data. You will play a key role in the entire engineering lifecycle—from coding and build to testing and maintaining our SmithRx product suite. You will contribute to best practices, coding standards. We need our engineers to be versatile and driven, display leadership and ownership qualities, and be enthusiastic about taking on new challenges across the full-stack as we continue to push technology forward.
What you will do:
Full-Stack Development: Focus on our back-end and front-end codebase to develop and maintain SmithRx product features using Golang, GraphQL, SQL, React, JavaScript/TypeScript, Node, and Java.
Collaborate: Work with technical leads to understand functional and technical requirements to produce high-quality, scalable software.
Learn and Apply Best Practices: Study and apply software development best practices, design patterns, and modern tools across every project.
Extend the Platform: Leverage frameworks such as GraphQL, React, and GORM to expand the capabilities of our platform.
Cloud Infrastructure: Learn to effectively use AWS technologies at production scale, including Lambda and Fargate, to handle various job types and batch processing.
Quality Assurance: Ensure code is fully tested end-to-end, maintains high code coverage, and that all features are thoroughly documented.
Production Support: Quickly learn to troubleshoot production issues by performing triage, assessing impact, executing mitigation plans, and performing root cause analysis to prevent recurrence.
Culture of Learning: Contribute to a collaborative culture through code reviews and the exploration of new technologies.
AI Innovation: Actively seek out and share new AI tools and technologies to improve software delivery speed and quality.
What you will bring to SmithRx:
Education: BS in Computer Science or a related field.
Experience: Recent college graduate or less than 2 years of professional software engineering experience.
Background: Participation in coding competitions or fully released independent projects is a plus.
Technical Expertise: Experience with a compiled language such as Go, Java, C#, or C++ (Go experience is a strong plus).
Database Fundamentals: Ability to write effective and efficient queries with relational databases (specifically PostgreSQL), including basic schema design.
API Design: A solid grasp of the fundamentals of designing and implementing scalable APIs, along with an understanding of design patterns and testing best practices.
Cloud & DevOps: A basic understanding of GraphQL APIs, CI/CD pipelines, AWS, Docker, and Kubernetes.
AI Proficiency: Experience using GenAI tools to deliver high-quality, production-ready software is a plus; an understanding of the pitfalls and limitations of AI is a must.
Soft Skills: A positive, non-dogmatic, team-first attitude with the flexibility to navigate ambiguity.
What SmithRx Offers You: 
Highly competitive wellness benefits including Medical, Pharmacy, Dental, Vision, and Life Insurance and AD&D Insurance
Flexible Spending Benefits 
401(k) Retirement Savings Program 
Short-term and long-term disability
Discretionary Paid Time Off 
Paid Company Holidays
Wellness Benefits
Commuter Benefits 
Paid Parental Leave benefits
Employee Assistance Program (EAP)
Well-stocked kitchen in office locations
Professional development and training opportunities

",3/3/2026,Greenhouse,https://job-boards.greenhouse.io/smithrx/jobs/8431453002
e4762381-d110-4adf-9ed3-680612057d1b,New Grad Software Engineer,Color,"South San Francisco, CA",Full-time,New Grad,"About The Role
 
Our New Grad role is designed for students who graduated (or expect to graduate) between May 2025 and June 2026 with a Bachelor’s degree in Computer Science or a related field. Candidates in combined BS/MS programs are also eligible. Candidates who already have full-time industry software engineering experience should consider applying to our other engineering roles.
 
We are hiring recent software engineering graduates to join teams at Color working on new programs and technology that will define the future of the company. The work of these teams ranges from platforms that enable customer experiences and our at home testing programs to the experiences for our cancer screening through survivorship program.
 
You will be onboarded not only into working on Color’s systems, but to the craft of software engineering by working alongside senior engineers on your team. They will help you build skills in engineering design, code review best practices, testing best practices, observability best practices and collaboration skills with product & engineering peers. 
 
Our Ideal Candidate Will Have:
Graduated (or expect to graduate) between May 2025 and June 2026 with a Bachelor’s degree in Computer Science or a related field. Candidates in combined BS/MS programs are also eligible.
A passion for using software and technology to help save lives and prevent catastrophic disease, and want to apply your skills in the service of a greater mission.
You are excited about producing high quality code, and helping to eliminate unnecessary duplication and awkward workarounds. 
Experience using AI tools (e.g., code generation, copilots) in development workflows.
Curious about applying ML/AI to real-world problems.
You want to be on a team with rigorous engineering practices and discipline: code reviews, automated testing, logging, monitoring, alerting, etc.
You have some familiarity with web development and with modern web stacks including Python, Django, AWS, SQL, REST APIs, React, HTML5, CSS3, and ES6+.
Experience building with or integrating LLM-powered features is a plus.
You value collaboration with both technical and non-technical collaborators, incorporating their feedback to make decisions using code reviews, docs, wikis, meetings, and other channels as needed.
Possible Projects to Contribute to:
Redesign and scale our patient messaging platform to support personalized, AI-augmented care journeys
Embed AI-driven automation into care workflows to significantly increase care team capacity without sacrificing quality
Build and scale automated billing platform
Extend and build patient experiences across their entire journey – from onboarding & enrollment, testing & resulting, in treatment experiences to survivorship.
Build infrastructure for developers to expand and unlock developer efficiencies and enable new AI tooling.



What We Offer:
💰  Competitive salary 
✨  Comprehensive medical, dental, vision, life, and disability benefits
📈  401k match 
📝  Monthly phone and wifi stipend for employees, annual ergonomic stipend
🏝  Generous vacation policy, paid holidays and company-wide recharge days
🍼  Equal paid parental leave for birthing and non-birthing parents 
 Free cancer screening and prevention resources for employees and their adult dependents
 
$125,000 - $140,000 a year",3/3/2026,Lever,https://jobs.lever.co/color/6f61b49c-4ebb-4e8f-ac94-b06307b763f9
1cfd4cad-249b-48f4-b86a-c99b841b3632,Software Engineer - Customer Portal,Applied Intuition,"Ann Arbor, MI",Full-time,New Grad,"About Applied Intuition
Applied Intuition, Inc. is powering the future of physical AI. Founded in 2017 and now valued at $15 billion, the Silicon Valley company is creating the digital infrastructure needed to bring intelligence to every moving machine on the planet. Applied Intuition services the automotive, defense, trucking, construction, mining and agriculture industries in three core areas: tools and infrastructure, operating systems, and autonomy. Eighteen of the top 20 global automakers, as well as the United States military and its allies, trust the company’s solutions to deliver physical intelligence. Applied Intuition is headquartered in Sunnyvale, California, with offices in Washington, D.C.; San Diego; Ft. Walton Beach, Florida; Ann Arbor, Michigan; London; Stuttgart; Munich; Stockholm; Bangalore; Seoul; and Tokyo. Learn more at applied.co.
We are an in-office company, and our expectation is that employees primarily work from their Applied Intuition office 5 days a week. However, we also recognize the importance of flexibility and trust our employees to manage their schedules responsibly. This may include occasional remote work, starting the day with morning meetings from home before heading to the office, or leaving earlier when needed to accommodate family commitments.
About the role
We are looking for talented engineers with experience in full stack application development. As a full stack engineer, you'll be working on our customer facing portals for distributing and learning about our autonomy software tools. You will help ensure the portals are usable, well-engineered, performant, and thoughtfully written. At Applied Intuition, engineers take ownership over technical and product decisions & interact closely with users to deliver stellar features. Full stack engineers at Applied Intuition collaborate closely with our Design and Product teams to make delightful products that move Autonomy development forward.
In this role, you’ll play a key part in shaping how users interact with and perceive our platform, ensuring our communication, knowledge base, and functionality align to deliver a seamless, intuitive, and engaging experience. A key responsibility will be revamping our customer portal and technical manual, ensuring it’s intuitive, scalable, and supports both self-service and high-touch user journeys.
At Applied Intuition, you will:
Work across the full stack: frontend, backend, data management, and cloud & edge infrastructure
Build and drive new product features from inception to launch
Proactively identify and implement improvements to the product surface area
Design large scalable systems within a team of talented engineers
Collaborate with the Design and Product team to ship complex features and delightful interfaces
Maintain and develop a culture of engineering excellence for the product and codebase
Implement custom code in other digital properties and enable user engagement workflows (e.g. improve product documentation search functionality)
We're looking for someone who has:
Bachelor’s degree in a technical field (Computer Science, Computer Engineering, Physics, Mathematics, etc)
Experience in software engineering and modern web technologies
Experience working with one of Python, C++, Go
Experience working with React, Typescript, CSS
Experience working with relational databases (e.g. PostgreSQL)
Experience collaborating closely with Design and Product to rapidly iterate on products
The ability to deliver under tight timing constraints
A passion for collaborating with customers to deliver a high-quality, user-centered web experience.
Nice to have:
Experience working on a variety of areas ranging from systems programming, backend infrastructure, to full stack applications.
Experience with React, Angular, or other industry-leading frameworks
Experience with web standards, cross-browser compatibility, accessibility and SEO
Experience with build tools e.g. Bazel, Babel, Webpack
",3/1/2026,Greenhouse,https://job-boards.greenhouse.io/appliedintuition/jobs/4600028005
e96f1a59-aee2-4942-ade4-9a8c837613e3,Application Software Engineer,Applied Intuition,"Sunnyvale, CA",Full-time,New Grad,"About Applied Intuition
Applied Intuition, Inc. is powering the future of physical AI. Founded in 2017 and now valued at $15 billion, the Silicon Valley company is creating the digital infrastructure needed to bring intelligence to every moving machine on the planet. Applied Intuition services the automotive, defense, trucking, construction, mining and agriculture industries in three core areas: tools and infrastructure, operating systems, and autonomy. Eighteen of the top 20 global automakers, as well as the United States military and its allies, trust the company’s solutions to deliver physical intelligence. Applied Intuition is headquartered in Sunnyvale, California, with offices in Washington, D.C.; San Diego; Ft. Walton Beach, Florida; Ann Arbor, Michigan; London; Stuttgart; Munich; Stockholm; Bangalore; Seoul; and Tokyo. Learn more at applied.co.
We are an in-office company, and our expectation is that employees primarily work from their Applied Intuition office 5 days a week. However, we also recognize the importance of flexibility and trust our employees to manage their schedules responsibly. This may include occasional remote work, starting the day with morning meetings from home before heading to the office, or leaving earlier when needed to accommodate family commitments.
Meet our application software engineers!
Our Application Software Engineers (ASE) act as the glue between our customers and our engineering teams. They are responsible for customer success and drive impact with high-priority customer engagements – hear from them on what life is like at Applied Intuition and what makes their roles so exciting!
 


About the role
(We are hiring for all levels of experience.) 
 
We are looking for bright software engineers interested in extending and adapting our products for Applied Intuition's global customers. Our Application Software Engineers have a unique mix of software expertise, domain knowledge, and an execution-driven mindset. Using these skills, our engineers work closely with autonomy developers to ensure that Applied Intuition's products are providing maximum impact to advance customers autonomy initiatives. This is an important role for the company, bringing together our product and engineering expertise with our customer-centric culture.
 
Check out what a typical day would look like as an Application Software Engineer here!
At Applied Intuition, you will:
Work closely with customers to understand their development needs and use cases for autonomy to propose effective use of Applied Intuition's products
Collaborate with engineering teams to ensure the product roadmap enables current and prospective customers
Ensure customer needs are supported by the broader engineering team through effective prioritization 
Collaborate with our sales team to gather requirements through detailed technical discussions and workshops 
Explore new product development areas driven by strategic understanding of the customer landscape
We're looking for someone who has:
Experience with interacting with end-customers as an application engineer or a developer
Familiarity with best practices in large scale software development
Strong communication skills and focus on solving customer problems
Nice to have:
Prior background in technical sales or application engineering for simulation products
Experience with automotive OEMs or suppliers
Prior work in autonomous vehicle development domains
Prior work in software simulation
",3/1/2026,Greenhouse,https://job-boards.greenhouse.io/appliedintuition/jobs/4592025005
